Country,Indicator,Year,Value
SIERRA LEONE,Average length of stay,2001,5.0
SINGAPORE,Number of establishments,2001,205.0
SINGAPORE,Number of rooms,2001,35674.0
SINGAPORE,Occupancy rate / rooms,2001,76.3
SINGAPORE,Average length of stay,2001,2.7
SINT EUSTATIUS,Number of rooms,2001,89.0
SINT MAARTEN (DUTCH PART),Number of rooms,2001,3548.0
SINT MAARTEN (DUTCH PART),Occupancy rate / bed-places,2001,52.0
SLOVAKIA,Number of establishments,2001,1153.0
SLOVAKIA,Number of rooms,2001,31655.0
SLOVAKIA,Number of bed-places,2001,82156.0
SLOVAKIA,Occupancy rate / bed-places,2001,33.2
SLOVAKIA,Average length of stay,2001,3.0
SLOVENIA,Number of establishments,2001,381.0
SLOVENIA,Number of rooms,2001,14970.0
SLOVENIA,Number of bed-places,2001,30490.0
SLOVENIA,Occupancy rate / bed-places,2001,46.39
SLOVENIA,Average length of stay,2001,3.28
SOUTH AFRICA,Number of rooms,2001,51874.0
SOUTH AFRICA,Number of bed-places,2001,108906.0
SOUTH AFRICA,Occupancy rate / rooms,2001,52.72
SPAIN,Number of establishments,2001,16369.0
SPAIN,Number of rooms,2001,685668.0
SPAIN,Number of bed-places,2001,1333441.0
SPAIN,Occupancy rate / bed-places,2001,58.07
SPAIN,Average length of stay,2001,3.82
SRI LANKA,Number of establishments,2001,414.0
SRI LANKA,Number of rooms,2001,15637.0
SRI LANKA,Number of bed-places,2001,29074.0
SRI LANKA,Occupancy rate / rooms,2001,42.1
STATE OF PALESTINE,Number of establishments,2001,95.0
STATE OF PALESTINE,Number of rooms,2001,2860.0
STATE OF PALESTINE,Number of bed-places,2001,6240.0
STATE OF PALESTINE,Occupancy rate / bed-places,2001,9.2
STATE OF PALESTINE,Average length of stay,2001,3.1
SURINAME,Number of rooms,2001,1640.0
SWEDEN,Number of establishments,2001,1979.0
SWEDEN,Number of rooms,2001,99267.0
SWEDEN,Number of bed-places,2001,194839.0
SWEDEN,Occupancy rate / bed-places,2001,34.4
SWITZERLAND,Number of establishments,2001,5777.0
SWITZERLAND,Number of rooms,2001,140644.0
SWITZERLAND,Number of bed-places,2001,260124.0
SWITZERLAND,Occupancy rate / rooms,2001,49.3
SWITZERLAND,Occupancy rate / bed-places,2001,41.8
SWITZERLAND,Average length of stay,2001,2.6
SYRIAN ARAB REPUBLIC,Number of establishments,2001,473.0
SYRIAN ARAB REPUBLIC,Number of rooms,2001,15705.0
SYRIAN ARAB REPUBLIC,Number of bed-places,2001,34537.0
SYRIAN ARAB REPUBLIC,Occupancy rate / rooms,2001,25.0
SYRIAN ARAB REPUBLIC,Average length of stay,2001,1.88
TAIWAN PROVINCE OF CHINA,Number of rooms,2001,20789.0
TAIWAN PROVINCE OF CHINA,Occupancy rate / rooms,2001,61.62
TAJIKISTAN,Number of rooms,2001,345.0
TAJIKISTAN,Number of bed-places,2001,650.0
TAJIKISTAN,Occupancy rate / bed-places,2001,29.7
"TANZANIA, UNITED REPUBLIC OF",Number of establishments,2001,329.0
"TANZANIA, UNITED REPUBLIC OF",Number of rooms,2001,10325.0
"TANZANIA, UNITED REPUBLIC OF",Number of bed-places,2001,18284.0
"TANZANIA, UNITED REPUBLIC OF",Occupancy rate / bed-places,2001,58.6
"TANZANIA, UNITED REPUBLIC OF",Average length of stay,2001,8.0
THAILAND,Number of rooms,2001,320565.0
THAILAND,Occupancy rate / bed-places,2001,51.94
THAILAND,Average length of stay,2001,2.25
TOGO,Number of rooms,2001,2888.0
TOGO,Number of bed-places,2001,4244.0
TOGO,Occupancy rate / rooms,2001,14.5
TOGO,Average length of stay,2001,2.1
TRINIDAD AND TOBAGO,Number of rooms,2001,4493.0
TRINIDAD AND TOBAGO,Occupancy rate / rooms,2001,43.2
TUNISIA,Number of establishments,2001,755.0
TUNISIA,Number of rooms,2001,102800.0
TUNISIA,Number of bed-places,2001,205605.0
TUNISIA,Occupancy rate / bed-places,2001,55.2
TUNISIA,Average length of stay,2001,6.3
TÜRKIYE,Number of establishments,2001,1989.0
TÜRKIYE,Number of rooms,2001,176635.0
TÜRKIYE,Number of bed-places,2001,366605.0
TÜRKIYE,Occupancy rate / bed-places,2001,45.62
TÜRKIYE,Average length of stay,2001,3.06
TURKMENISTAN,Number of rooms,2001,956.0
TURKMENISTAN,Number of bed-places,2001,1661.0
TURKMENISTAN,Occupancy rate / bed-places,2001,6.0
TURKMENISTAN,Average length of stay,2001,7.0
TURKS AND CAICOS ISLANDS,Number of rooms,2001,2134.0
TURKS AND CAICOS ISLANDS,Occupancy rate / bed-places,2001,78.0
UGANDA,Number of rooms,2001,17837.0
UGANDA,Number of bed-places,2001,27113.0
UKRAINE,Number of rooms,2001,43487.0
UKRAINE,Number of bed-places,2001,100677.0
UKRAINE,Occupancy rate / bed-places,2001,25.0
UKRAINE,Average length of stay,2001,2.6
UNITED ARAB EMIRATES,Number of establishments,2001,351.0
UNITED ARAB EMIRATES,Number of rooms,2001,31786.0
UNITED ARAB EMIRATES,Number of bed-places,2001,51951.0
UNITED ARAB EMIRATES,Occupancy rate / rooms,2001,60.1
UNITED KINGDOM,Number of rooms,2001,569064.0
UNITED KINGDOM,Number of bed-places,2001,1129503.0
UNITED KINGDOM,Occupancy rate / bed-places,2001,42.0
UNITED STATES OF AMERICA,Number of establishments,2001,46276.0
UNITED STATES OF AMERICA,Number of rooms,2001,4200000.0
UNITED STATES OF AMERICA,Occupancy rate / bed-places,2001,63.7
UNITED STATES VIRGIN ISLANDS,Number of establishments,2001,48.0
UNITED STATES VIRGIN ISLANDS,Number of rooms,2001,5053.0
UNITED STATES VIRGIN ISLANDS,Occupancy rate / rooms,2001,56.2
UNITED STATES VIRGIN ISLANDS,Average length of stay,2001,4.5
URUGUAY,Number of rooms,2001,18057.0
URUGUAY,Number of bed-places,2001,41451.0
URUGUAY,Average length of stay,2001,4.26
UZBEKISTAN,Number of rooms,2001,7332.0
UZBEKISTAN,Number of bed-places,2001,15670.0
UZBEKISTAN,Occupancy rate / bed-places,2001,35.0
UZBEKISTAN,Average length of stay,2001,3.1
VANUATU,Number of rooms,2001,1044.0
VANUATU,Number of bed-places,2001,2737.0
VANUATU,Occupancy rate / rooms,2001,49.8
VANUATU,Average length of stay,2001,7.5
"VENEZUELA, BOLIVARIAN REPUBLIC OF",Number of establishments,2001,2456.0
"VENEZUELA, BOLIVARIAN REPUBLIC OF",Number of rooms,2001,78212.0
"VENEZUELA, BOLIVARIAN REPUBLIC OF",Number of bed-places,2001,169910.0
"VENEZUELA, BOLIVARIAN REPUBLIC OF",Average length of stay,2001,7.0
VIET NAM,Number of rooms,2001,74000.0
VIET NAM,Number of bed-places,2001,133940.0
VIET NAM,Occupancy rate / bed-places,2001,52.0
VIET NAM,Average length of stay,2001,2.5
YEMEN,Number of establishments,2001,425.0
YEMEN,Number of rooms,2001,13151.0
YEMEN,Number of bed-places,2001,30342.0
ZAMBIA,Number of establishments,2001,415.0
ZAMBIA,Number of rooms,2001,4822.0
ZAMBIA,Number of bed-places,2001,8136.0
ZAMBIA,Occupancy rate / rooms,2001,51.1
ZIMBABWE,Number of rooms,2001,5590.0
ZIMBABWE,Number of bed-places,2001,11723.0
ZIMBABWE,Occupancy rate / bed-places,2001,31.0
ALBANIA,Number of rooms,2002,2283.0
ALBANIA,Number of bed-places,2002,4532.0
ALGERIA,Number of bed-places,2002,72567.0
ALGERIA,Average length of stay,2002,4.02
AMERICAN SAMOA,Number of establishments,2002,72.0
AMERICAN SAMOA,Number of rooms,2002,143.0
AMERICAN SAMOA,Number of bed-places,2002,222.0
ANDORRA,Average length of stay,2002,2.87
ANGOLA,Number of rooms,2002,8262.0
ANGOLA,Number of bed-places,2002,14893.0
ANGOLA,Occupancy rate / bed-places,2002,79.0
ANGOLA,Average length of stay,2002,4.0
ANGUILLA,Number of establishments,2002,56.0
ANGUILLA,Number of rooms,2002,1037.0
ANGUILLA,Occupancy rate / bed-places,2002,43.95
ARGENTINA,Number of establishments,2002,7729.0
ARGENTINA,Number of rooms,2002,168871.0
ARGENTINA,Number of bed-places,2002,418522.0
ARMENIA,Number of establishments,2002,420.0
ARMENIA,Number of bed-places,2002,10678.0
ARMENIA,Occupancy rate / bed-places,2002,25.0
ARMENIA,Average length of stay,2002,7.0
ARUBA,Number of rooms,2002,7040.0
ARUBA,Number of bed-places,2002,14080.0
ARUBA,Occupancy rate / rooms,2002,69.8
AUSTRALIA,Number of rooms,2002,196431.0
AUSTRALIA,Number of bed-places,2002,563779.0
AUSTRALIA,Occupancy rate / rooms,2002,58.7
AUSTRALIA,Average length of stay,2002,2.3
AUSTRIA,Number of establishments,2002,14914.0
AUSTRIA,Number of rooms,2002,282735.0
AUSTRIA,Number of bed-places,2002,569306.0
AUSTRIA,Occupancy rate / bed-places,2002,35.9
AUSTRIA,Average length of stay,2002,3.72
AZERBAIJAN,Number of rooms,2002,5300.0
AZERBAIJAN,Number of bed-places,2002,9591.0
AZERBAIJAN,Average length of stay,2002,3.0
BAHAMAS,Number of rooms,2002,15145.0
BAHAMAS,Number of bed-places,2002,30290.0
BAHAMAS,Occupancy rate / rooms,2002,62.0
BAHAMAS,Average length of stay,2002,4.43
BAHRAIN,Number of establishments,2002,83.0
BAHRAIN,Number of rooms,2002,7368.0
BAHRAIN,Number of bed-places,2002,10314.0
BAHRAIN,Occupancy rate / bed-places,2002,53.72
BANGLADESH,Number of rooms,2002,4550.0
BANGLADESH,Number of bed-places,2002,9789.0
BANGLADESH,Occupancy rate / bed-places,2002,39.0
BARBADOS,Number of rooms,2002,6742.0
BARBADOS,Number of bed-places,2002,13050.0
BARBADOS,Occupancy rate / rooms,2002,42.5
BARBADOS,Average length of stay,2002,7.2
BELARUS,Number of establishments,2002,262.0
BELARUS,Number of rooms,2002,12618.0
BELARUS,Number of bed-places,2002,23137.0
BELARUS,Occupancy rate / rooms,2002,64.68
BELARUS,Occupancy rate / bed-places,2002,35.28
BELARUS,Average length of stay,2002,2.78
BELGIUM,Number of establishments,2002,2008.0
BELGIUM,Number of rooms,2002,62686.0
BELGIUM,Number of bed-places,2002,161510.0
BELIZE,Number of establishments,2002,437.0
BELIZE,Number of rooms,2002,4705.0
BELIZE,Number of bed-places,2002,7902.0
BELIZE,Occupancy rate / rooms,2002,40.1
BELIZE,Average length of stay,2002,7.6
BERMUDA,Number of rooms,2002,3251.0
BERMUDA,Number of bed-places,2002,6523.0
BERMUDA,Occupancy rate / rooms,2002,55.01
BERMUDA,Average length of stay,2002,6.5
BHUTAN,Number of rooms,2002,1239.0
BHUTAN,Number of bed-places,2002,2366.0
BHUTAN,Occupancy rate / bed-places,2002,25.0
BHUTAN,Average length of stay,2002,8.0
"BOLIVIA, PLURINATIONAL STATE OF",Number of establishments,2002,832.0
"BOLIVIA, PLURINATIONAL STATE OF",Number of rooms,2002,18463.0
"BOLIVIA, PLURINATIONAL STATE OF",Number of bed-places,2002,30171.0
"BOLIVIA, PLURINATIONAL STATE OF",Occupancy rate / bed-places,2002,20.6
"BOLIVIA, PLURINATIONAL STATE OF",Average length of stay,2002,2.04
BONAIRE,Number of rooms,2002,1070.0
BONAIRE,Number of bed-places,2002,3069.0
BONAIRE,Occupancy rate / bed-places,2002,60.0
BONAIRE,Average length of stay,2002,9.33
BOSNIA AND HERZEGOVINA,Number of rooms,2002,7280.0
BOSNIA AND HERZEGOVINA,Number of bed-places,2002,14662.0
BOTSWANA,Number of rooms,2002,3350.0
BOTSWANA,Number of bed-places,2002,6450.0
BOTSWANA,Occupancy rate / rooms,2002,24.1
BOTSWANA,Average length of stay,2002,8.2
BRITISH VIRGIN ISLANDS,Number of rooms,2002,2661.0
BRITISH VIRGIN ISLANDS,Occupancy rate / rooms,2002,61.4
BRITISH VIRGIN ISLANDS,Average length of stay,2002,9.0
BRUNEI DARUSSALAM,Number of rooms,2002,2142.0
BRUNEI DARUSSALAM,Number of bed-places,2002,3157.0
BRUNEI DARUSSALAM,Occupancy rate / bed-places,2002,35.8
BULGARIA,Number of establishments,2002,742.0
BULGARIA,Number of bed-places,2002,132024.0
BULGARIA,Occupancy rate / bed-places,2002,30.7
BULGARIA,Average length of stay,2002,4.2
BURKINA FASO,Occupancy rate / rooms,2002,59.93
CABO VERDE,Number of establishments,2002,93.0
CABO VERDE,Number of rooms,2002,2820.0
CABO VERDE,Number of bed-places,2002,5159.0
CABO VERDE,Occupancy rate / bed-places,2002,41.16
CABO VERDE,Average length of stay,2002,4.23
CAMBODIA,Number of establishments,2002,776.0
CAMBODIA,Number of rooms,2002,17535.0
CAMBODIA,Number of bed-places,2002,29195.0
CAMBODIA,Occupancy rate / bed-places,2002,50.0
CANADA,Occupancy rate / bed-places,2002,61.9
CAYMAN ISLANDS,Number of rooms,2002,5238.0
CAYMAN ISLANDS,Number of bed-places,2002,16565.0
CAYMAN ISLANDS,Occupancy rate / rooms,2002,50.6
CAYMAN ISLANDS,Average length of stay,2002,4.8
CENTRAL AFRICAN REPUBLIC,Number of rooms,2002,201.0
CENTRAL AFRICAN REPUBLIC,Occupancy rate / rooms,2002,42.78
CENTRAL AFRICAN REPUBLIC,Average length of stay,2002,4.11
CHAD,Number of rooms,2002,904.0
CHAD,Number of bed-places,2002,1274.0
CHAD,Occupancy rate / bed-places,2002,49.0
CHILE,Number of establishments,2002,2978.0
CHILE,Number of rooms,2002,51793.0
CHILE,Number of bed-places,2002,117315.0
CHILE,Occupancy rate / rooms,2002,31.0
CHILE,Occupancy rate / bed-places,2002,26.4
CHILE,Average length of stay,2002,2.1
CHINA,Number of establishments,2002,8880.0
CHINA,Number of rooms,2002,897206.0
CHINA,Number of bed-places,2002,1729460.0
CHINA,Occupancy rate / rooms,2002,60.15
CHINA,Average length of stay,2002,2.54
COLOMBIA,Number of establishments,2002,1498.0
COLOMBIA,Number of rooms,2002,55755.0
COLOMBIA,Number of bed-places,2002,108965.0
COLOMBIA,Occupancy rate / rooms,2002,45.2
COMOROS,Number of establishments,2002,39.0
COMOROS,Number of rooms,2002,376.0
COMOROS,Number of bed-places,2002,752.0
COMOROS,Occupancy rate / bed-places,2002,19.0
COMOROS,Average length of stay,2002,7.0
CONGO,Number of establishments,2002,316.0
CONGO,Number of rooms,2002,3186.0
"CONGO, DEMOCRATIC REPUBLIC OF THE",Number of rooms,2002,5829.0
"CONGO, DEMOCRATIC REPUBLIC OF THE",Number of bed-places,2002,10000.0
"CONGO, DEMOCRATIC REPUBLIC OF THE",Occupancy rate / bed-places,2002,50.0
"CONGO, DEMOCRATIC REPUBLIC OF THE",Average length of stay,2002,8.0
COOK ISLANDS,Number of rooms,2002,909.0
COOK ISLANDS,Number of bed-places,2002,2468.0
COOK ISLANDS,Occupancy rate / rooms,2002,63.1
COSTA RICA,Number of establishments,2002,2074.0
COSTA RICA,Number of rooms,2002,33126.0
COSTA RICA,Occupancy rate / rooms,2002,45.1
CROATIA,Number of establishments,2002,788.0
CROATIA,Number of rooms,2002,77347.0
CROATIA,Number of bed-places,2002,187947.0
CROATIA,Occupancy rate / bed-places,2002,25.49
CROATIA,Average length of stay,2002,5.06
CUBA,Number of establishments,2002,450.0
CUBA,Number of rooms,2002,41323.0
CUBA,Number of bed-places,2002,81086.0
CUBA,Occupancy rate / rooms,2002,59.7
CURAÇAO,Number of rooms,2002,3422.0
CURAÇAO,Occupancy rate / rooms,2002,57.32
CURAÇAO,Average length of stay,2002,8.38
CYPRUS,Number of establishments,2002,813.0
CYPRUS,Number of rooms,2002,44523.0
CYPRUS,Number of bed-places,2002,90112.0
CYPRUS,Occupancy rate / rooms,2002,62.08
CYPRUS,Occupancy rate / bed-places,2002,63.04
CYPRUS,Average length of stay,2002,6.68
CZECH REPUBLIC (CZECHIA),Number of establishments,2002,4335.0
CZECH REPUBLIC (CZECHIA),Number of rooms,2002,96650.0
CZECH REPUBLIC (CZECHIA),Number of bed-places,2002,223392.0
CZECH REPUBLIC (CZECHIA),Occupancy rate / bed-places,2002,41.78
CZECH REPUBLIC (CZECHIA),Average length of stay,2002,2.69
DENMARK,Number of establishments,2002,478.0
DENMARK,Number of rooms,2002,33641.0
DENMARK,Number of bed-places,2002,66223.0
DENMARK,Occupancy rate / rooms,2002,53.0
DENMARK,Occupancy rate / bed-places,2002,40.0
DJIBOUTI,Number of rooms,2002,450.0
DJIBOUTI,Number of bed-places,2002,675.0
DJIBOUTI,Occupancy rate / bed-places,2002,31.1
DOMINICA,Number of rooms,2002,931.0
DOMINICAN REPUBLIC,Number of rooms,2002,54730.0
DOMINICAN REPUBLIC,Number of bed-places,2002,136825.0
DOMINICAN REPUBLIC,Occupancy rate / rooms,2002,62.8
DOMINICAN REPUBLIC,Average length of stay,2002,9.65
ECUADOR,Number of establishments,2002,1737.0
ECUADOR,Number of rooms,2002,36766.0
ECUADOR,Number of bed-places,2002,81307.0
EGYPT,Number of establishments,2002,1127.0
EGYPT,Number of rooms,2002,132109.0
EGYPT,Number of bed-places,2002,264218.0
EGYPT,Occupancy rate / rooms,2002,56.0
EL SALVADOR,Number of rooms,2002,5152.0
EL SALVADOR,Number of bed-places,2002,10304.0
EL SALVADOR,Occupancy rate / bed-places,2002,51.0
EL SALVADOR,Average length of stay,2002,4.0
ERITREA,Number of establishments,2002,336.0
ERITREA,Number of rooms,2002,4189.0
ERITREA,Number of bed-places,2002,8912.0
ERITREA,Occupancy rate / bed-places,2002,56.0
ESTONIA,Number of establishments,2002,193.0
ESTONIA,Number of rooms,2002,8159.0
ESTONIA,Number of bed-places,2002,15915.0
ESTONIA,Occupancy rate / rooms,2002,45.0
ESTONIA,Average length of stay,2002,1.99
ESWATINI,Number of rooms,2002,1153.0
ESWATINI,Number of bed-places,2002,2283.0
ESWATINI,Occupancy rate / bed-places,2002,33.3
ESWATINI,Average length of stay,2002,0.83
ETHIOPIA,Number of rooms,2002,2979.0
ETHIOPIA,Number of bed-places,2002,4494.0
FIJI,Number of rooms,2002,5899.0
FIJI,Number of bed-places,2002,14559.0
FIJI,Occupancy rate / rooms,2002,55.6
FINLAND,Number of establishments,2002,971.0
FINLAND,Number of rooms,2002,54916.0
FINLAND,Number of bed-places,2002,117870.0
FINLAND,Occupancy rate / bed-places,2002,47.0
FINLAND,Average length of stay,2002,1.9
FRANCE,Number of establishments,2002,18373.0
FRANCE,Number of rooms,2002,603619.0
FRANCE,Number of bed-places,2002,1207238.0
FRANCE,Occupancy rate / rooms,2002,60.3
FRANCE,Average length of stay,2002,1.9
FRENCH POLYNESIA,Number of establishments,2002,306.0
FRENCH POLYNESIA,Number of rooms,2002,4574.0
FRENCH POLYNESIA,Occupancy rate / rooms,2002,59.12
FRENCH POLYNESIA,Average length of stay,2002,10.74
GABON,Number of rooms,2002,2450.0
GABON,Occupancy rate / bed-places,2002,70.0
GAMBIA,Average length of stay,2002,12.9
GEORGIA,Number of establishments,2002,236.0
GEORGIA,Number of rooms,2002,9550.0
GEORGIA,Number of bed-places,2002,19757.0
GEORGIA,Occupancy rate / bed-places,2002,71.0
GERMANY,Number of establishments,2002,38249.0
GERMANY,Number of rooms,2002,891879.0
GERMANY,Number of bed-places,2002,1671117.0
GERMANY,Occupancy rate / bed-places,2002,33.2
GERMANY,Average length of stay,2002,2.31
GHANA,Number of establishments,2002,1169.0
GHANA,Number of rooms,2002,16180.0
GHANA,Number of bed-places,2002,21442.0
GREECE,Number of establishments,2002,8527.0
GREECE,Number of rooms,2002,330348.0
GREECE,Number of bed-places,2002,626914.0
GREECE,Occupancy rate / bed-places,2002,61.8
GREECE,Average length of stay,2002,4.41
GRENADA,Number of rooms,2002,1777.0
GRENADA,Number of bed-places,2002,3590.0
GRENADA,Occupancy rate / bed-places,2002,71.0
GRENADA,Average length of stay,2002,7.32
GUADELOUPE,Number of establishments,2002,160.0
GUADELOUPE,Number of rooms,2002,7433.0
GUADELOUPE,Occupancy rate / rooms,2002,54.8
GUAM,Number of rooms,2002,8451.0
GUAM,Occupancy rate / rooms,2002,57.0
GUATEMALA,Number of rooms,2002,17313.0
GUATEMALA,Number of bed-places,2002,44421.0
GUATEMALA,Occupancy rate / rooms,2002,40.75
GUINEA,Number of rooms,2002,3533.0
GUINEA,Occupancy rate / bed-places,2002,70.0
GUINEA,Average length of stay,2002,3.0
HONDURAS,Number of establishments,2002,785.0
HONDURAS,Number of rooms,2002,17178.0
HONDURAS,Number of bed-places,2002,27574.0
"HONG KONG, CHINA",Number of establishments,2002,495.0
"HONG KONG, CHINA",Number of rooms,2002,43624.0
"HONG KONG, CHINA",Occupancy rate / rooms,2002,84.0
HUNGARY,Number of establishments,2002,2167.0
HUNGARY,Number of rooms,2002,62415.0
HUNGARY,Number of bed-places,2002,154643.0
HUNGARY,Occupancy rate / rooms,2002,40.0
HUNGARY,Average length of stay,2002,2.81
ICELAND,Number of establishments,2002,273.0
ICELAND,Number of rooms,2002,6807.0
ICELAND,Number of bed-places,2002,14009.0
ICELAND,Occupancy rate / rooms,2002,44.3
ICELAND,Average length of stay,2002,1.8
INDIA,Number of establishments,2002,1570.0
INDIA,Number of rooms,2002,85481.0
INDIA,Number of bed-places,2002,170962.0
INDIA,Occupancy rate / rooms,2002,55.4
INDONESIA,Number of establishments,2002,10393.0
INDONESIA,Number of rooms,2002,259741.0
INDONESIA,Number of bed-places,2002,423908.0
INDONESIA,Occupancy rate / rooms,2002,44.28
INDONESIA,Average length of stay,2002,2.07
"IRAN, ISLAMIC REPUBLIC OF",Number of establishments,2002,2251.0
"IRAN, ISLAMIC REPUBLIC OF",Number of rooms,2002,24199.0
"IRAN, ISLAMIC REPUBLIC OF",Number of bed-places,2002,53908.0
"IRAN, ISLAMIC REPUBLIC OF",Occupancy rate / bed-places,2002,37.0
"IRAN, ISLAMIC REPUBLIC OF",Average length of stay,2002,2.16
IRELAND,Number of rooms,2002,62807.0
IRELAND,Number of bed-places,2002,145641.0
IRELAND,Occupancy rate / rooms,2002,59.0
ISRAEL,Number of rooms,2002,46935.0
ISRAEL,Number of bed-places,2002,114737.0
ISRAEL,Occupancy rate / bed-places,2002,38.8
ISRAEL,Average length of stay,2002,3.79
ITALY,Number of rooms,2002,986326.0
ITALY,Number of bed-places,2002,1929544.0
ITALY,Occupancy rate / bed-places,2002,39.6
ITALY,Average length of stay,2002,4.21
JAMAICA,Number of establishments,2002,951.0
JAMAICA,Number of rooms,2002,20425.0
JAMAICA,Number of bed-places,2002,43132.0
JAMAICA,Occupancy rate / rooms,2002,55.5
JAMAICA,Average length of stay,2002,6.4
JAPAN,Number of establishments,2002,70101.0
JAPAN,Number of rooms,2002,1564689.0
JAPAN,Occupancy rate / rooms,2002,70.7
JORDAN,Number of establishments,2002,457.0
JORDAN,Number of rooms,2002,19256.0
JORDAN,Number of bed-places,2002,36981.0
JORDAN,Occupancy rate / rooms,2002,32.0
